⺀	⿱丶丶
𢸝	⿰扌潜
𢸞	⿰扌鄧
𢸟	⿰扌儉
𢸠	⿰扌課
𢸡	⿰扌齒
𢸢	⿰扌篆
𢸣	⿰扌⿴衣馬
𢸤	⿰扌羲
𢸥	〾篡
𢸦	⿰扌遺
𢸧	⿱⿰坴炎手
𢸨	⿰扌橐
𢸩	⿰扌臻
𢸪	⿰扌⿱叉⿰虫虫
𢸫	⿰扌穌
𢸭	⿱龍手
𢸮	⿰扌⿳⿰丿一卌⿱一林
𢸯	〾扦
𢸰	⿰扌⿱⿰至至日
𢸱	⿰扌⿰坴炎
𢸲	⿰扌⿱雨⿰日日
𢸳	⿰扌蕭
𢸴	⿰扌閻
𢸵	⿰扌壁
𢸶	⿰扌⿸最双
𢸷	⿰扌選
𢸸	⿰扌頭
𢸹	⿰扌⿱百⿱宀条
𢸺	⿰扌蕉
𢸻	⿰扌⿱业最
𢸼	⿰扌錦
𢸾	⿰扌興
𢸿	⿰扌篚
𢹀	⿰扌⿱禾⿰束欠
𢹁	⿱⿰釒虎手
𢹂	〾携
𢹃	⿰扌穎
𢹄	〾拜
𢹅	⿰扌濁
𢹆	⿰扌諧
𢹇	⿰扌黙
𢹈	⿰扌⿱〾竹竜
𢹉	⿰扌⿰⿱禾几頁
𢹊	⿰扌熾
𢹋	⿰扌⿱般血
𢹌	〾墀
𢹍	⿰扌戲
𢹎	⿰扌〾猱
𢹏	⿱輿手
𢹐	⿰扌⿱辟木
𢹑	⿰扌⿱穴登
𢹒	⿰扌燮
𢹓	⿰扌齋
𢹔	⿰扌糞
𢹖	⿰扌馘
𢹗	⿺撻攵
𢹘	⿰扌擎
𢹙	⿰扌⿱炎面
𢹚	⿰扌⿱髟〾侵
𢹛	⿰扌鮮
𢹜	⿰扌⿱艹爾
𢹝	⿰扌霝
𢹞	⿰扌⿸户睘
𢹟	⿲扌⿱上氺頁
𢹠	⿰扌⿸厤业
𢹡	⿰扌蹈
𢹢	⿰扌⿱竹異
𢹣	⿰扌矯
𢹤	⿰扌趨
𢹥	⿰扌壓
𢹦	⿰扌歛
𢹧	⿰扌醜
𢹨	⿰扌⿰糹參
𢹩	⿰扌霜
𢹪	⿰扌糝
𢹫	⿰挈密
𢹬	⿰扌⿰邕隹
𢹭	⿱⿰邕隹手
𢹮	⿰扌壘
𢹯	⿰扌⿳〾昢大米
𢹰	⿰扌〾熛
𢹱	⿰扌簫
𢹲	〾捃
𢹳	⿰扌〾盥
𢹴	⿰扌〾幽
𢹵	〾拶
𢹶	⿰扌⿵門⿱⿰幺幺灬
𢹷	⿰扌額
𢹸	⿰扌叢
𢹹	⿰扌藍
𢹺	⿰扌簞
𢹻	⿰⿰扌皇頁
𢹼	⿰扌雜
𢹽	⿰扌簪
𢹾	⿰扌歸
𢹿	⿰扌禮
𢺀	⿰扌謨
𢺁	⿰扌覆
𢺂	⿰扌⿸虍達
𢺃	⿰扌繭
𢺄	⿰扌關
𢺅	⿰扌簽
𢺇	⿰扌藥
𢺈	⿰扌⿰糸⿰訁糸
𢺉	⿰扌蠆
𢺋	⿱難手
𢺍	⿰扌⿱艹巤
𢺎	⿰扌臘
𢺏	⿰扌攀
𢺐	⿰扌藝
𢺑	⿰扌羸
𢺒	⿰扌⿰魚奉
𢺓	⿰扌霪
𢺔	⿰扌寳
𢺕	⿰扌〾猱
𢺖	〾攘
𢺗	⿰扌⿰真真
𢺘	⿰扌嚴
𢺙	⿰扌籃
𢺚	⿰扌鐘
𢺛	⿰扌闡
𢺜	⿰扌⿱〾竹翟
𢺝	⿰扌蘊
𢺞	〾把
𢺟	⿰扌⿸尸⿱羊⿰羊羊
𢺠	⿰扌⿸广⿰邕隹
𢺡	⿰扌屬
𢺢	〾擂
𢺤	⿰扌蘭
𢺥	⿰扌⿱⿰糸⿰訁糸又
𢺦	⿰扌〾寒
𢺧	⿰扌⿳亡罒⿰⿰月羊凡
𢺨	⿰扌蠢
𢺩	⿰扌轟
𢺪	⿰扌⿱辰⿰辰辰
𢺫	⿰扌⿱⿰⿱日月永定
𢺬	⿰扌〾覃
𢺭	⿰扌聽
𢺮	⿰扌⿱竹覧
𢺯	⿰扌彎
𢺰	⿰扌靈
𢺱	⿰扌⿳⿰目目冖⿱林灬
𢺲	⿰扌⿱⿰糸⿰訁糸史
𢺳	⿰扌蠻
𢺴	⿰扌鬱
𢺵	⿰匕支
𢺶	〾支
𢺷	⿰巿支
𢺸	⿰支支
𢺹	⿰分支
𢺺	⿰支分
𢺻	〾扶
𢺼	⿰斤支
𢺽	〾教
𢺾	⿰氐支
𢺿	⿰世支
𢻀	⿰〾仁支
𢻁	⿱⿱𠂊⿱冖人支
𢻂	⿰缶支
𢻃	〾豉
𢻄	〾辜
𢻅	〾典
𢻆	⿰合支
𢻇	⿰名支
𢻈	⿺支多
𢻉	⿰亥支
𢻊	⿰吾支
𢻋	⿺支吕
𢻌	⿰邑支
𢻍	〾教
𢻎	〾散
𢻏	⿰幸支
𢻐	⿺羌支
𢻑	⿰炎支
𢻒	⿰尚支
𢻓	⿰享支
𢻔	⿰果支
𢻕	⿰音支
𢻖	⿺是支
𢻘	〾食
𢻙	⿰枲支
𢻚	⿰桑支
𢻜	⿰害支
𢻝	⿱埶支
𢻞	〾散
𢻟	⿰〾叟支
𢻠	⿰雇支
𢻡	⿰⿱罒呈支
𢻢	⿰尞支
𢻣	⿰⿳〾旦口十支
𢻤	〾敲
𢻥	〾操
𢻦	〾散
𢻧	⿰蜀支
𢻨	⿰⿱天韭支
𢻩	〾施
𢻪	⿰器支
𢻫	〾施
𢻬	⿰亡攵
𢻭	⿰勺攴
𢻮	⿰⿴卩丶攵
𢻯	⿱攵子
𢻰	⿰巳攴
𢻱	〾施
𢻲	⿰亾攴
𢻳	〾扶
𢻴	⿰屯攴
𢻵	⿰巿攴
𢻶	⿱今攴
𢻷	⿰巴攴
𢻸	⿰⿹勹冫攴
𢻹	⿰比攵
𢻺	〾攸
𢻻	⿰户攴
𢻼	⿰冘攴
𢻽	⿰〾互攴
𢻾	〾散
𢻿	⿰攴月
𢼀	⿰冗攴
𢼁	⿺⿱上乙攵
𢼂	〾教
𢼃	⿰勾攵
𢼄	⿰户攵
𢼅	〾教
𢼆	⿰市攵
𢼇	⿰⿹勹冫攵
𢼈	⿰冘攵
𢼉	〾施
𢼊	〾施
𢼋	⿰⿹巿丿攵
𢼌	⿰包攴
𢼍	〾拙
𢼎	⿰乍攴
𢼏	〾移
𢼐	⿰〾亢攴
𢼑	⿰巨攵
𢼒	⿰句攴
𢼓	⿰甲攵
𢼔	⿰可攵
𢼕	⿰氐攵
𢼖	⿰〾仁攴
𢼗	⿰示攴
𢼘	〾施
𢼙	⿺兄攵
𢼚	⿰戹攵
𢼛	⿰各攴
𢼜	〾赦
𢼝	⿰羊攴
𢼞	〾刷
𢼟	〾枉
𢼠	⿱⿺八攵⿰⿰𡿨丿乚
𢼡	⿰⿱丿未攵
𢼢	⿰杀攴
𢼣	⿰吉攴
𢼤	⿰舌攴
𢼥	〾弼
𢼦	⿰共攴
𢼧	⿰臣攴
𢼨	⿰危攴
𢼩	⿰并攴
𢼪	〾敦
𢼫	⿰⿱乂爻攵
𢼬	〾教
𢼭	⿰共攵
𢼮	⿰危攵
𢼯	⿰光攴
𢼰	⿰曲攴
𢼱	⿰〾肉攴
𢼲	⿰朱攴
𢼳	⿰匡攵
𢼴	⿰光攵
𢼵	⿰亥攵
𢼶	⿰并攵
𢼷	⿰异攵
𢼸	〾微
𢼹	⿰甫攴
𢼺	⿱折攴
𢼻	〾妥
𢼼	⿰肖攴
𢼽	⿰谷攴
𢼿	〾敢
𢽀	〾赦
𢽁	⿰⿱卝⿻二丨攴
𢽂	⿰攴良
𢽃	⿰⿱⿻屮二一攴
𢽄	⿰廷攴
𢽅	⿰⿱出力攴
𢽇	⿰⿷匚⿻丷大攵
𢽈	⿰⿱禾几攵
𢽉	〾寇
𢽊	⿰甫攵
𢽌	⿰⿱凶子攵
𢽍	〾造
𢽎	⿰旱攵
𢽏	⿰君攵
𢽐	⿰肖攵
𢽑	⿰⿳丷冖子攵
𢽒	⿰⿱亠由攵
𢽓	⿰⿱士木攵
𢽔	⿰芎攵
𢽕	⿺見攴
𢽖	⿰〾侵攴
𢽗	⿰⿱山止攵
𢽘	⿰⿱出几攵
𢽙	⿺尾攵
𢽚	⿰⿻豕丶攴
𢽛	⿰𤰞攵
𢽜	⿰尿攴
𢽝	⿰隹攴
𢽞	⿰幸攴
𢽟	⿰來攵
𢽠	⿰⿳山一⿱丿土攵
𢽡	⿰岩攵
𢽢	⿰⿱日月攴
𢽣	⿰臽攴
𢽤	〾敢
𢽥	⿰⿱乑丂攴
𢽦	⿰空攴
𢽧	⿰周攴
𢽨	⿰忽攴
𢽩	⿰朋攴
𢽪	⿰帚攴
𢽫	⿰⿱𠫓木攴
𢽬	⿰東攵
𢽮	⿰⿳亠夂小攵
𢽯	⿰⿳亠夕⿲丶丶丶攵
𢽰	⿰帚攵
𢽱	⿰奄攵
𢽲	⿰戾攵
𢽳	⿰⿰𣎳𣎳攵
𢽴	⿰⿻豕丶攵
𢽵	⿰⿱日月攵
𢽶	⿰臽攵
𢽷	⿰尿攵
𢽸	⿰〾用攵
𢽹	⿰昏攵
𢽺	⿰⿱亠糸攵
𢽻	⿰炎攵
𢽼	⿺巴〾教
𢽽	⿰奇攵
𢽾	⿰学攴
𢽿	〾敢
𢾀	⿰者攴
𢾁	⿰韋攴
𢾂	⿰⿸尼木攴
𢾄	⿰俞攵
𢾅	⿰度攵
𢾆	〾揩
𢾇	⿰畐攴
𢾈	⿰⿱出勿攴
𢾉	⿰亲攵
𢾊	⿰亭攴
𢾋	⿰炭攴
𢾌	〾毁
𢾍	⿰⿱出方攴
𢾎	⿰春攴
𢾏	⿰客攴
𢾐	⿰〾叟攴
𢾑	⿰音攴
𢾒	⿰〾害攴
𢾔	⿰⿱目攴夬
𢾕	⿰⿱出方攵
𢾖	⿰度攴
𢾗	⿰类攵
𢾘	〾望
𢾙	⿰昜攴
𢾚	⿰音攵
𢾛	⿰亭攵
𢾜	⿰春攵
𢾝	⿰韋攵
𢾞	⿰昬攵
𢾟	⿰⿱白木攵
𢾠	〾敬
𢾡	⿰炭攵
𢾢	⿰〾孛攵
𢾣	⿰⿱𠫓木攵
𢾤	⿰甚攵
𢾥	⿰⿸戶目攴
𢾦	⿰乗攴
𢾧	⿰烝攴
𢾨	⿱〾利⿸厂攴
𢾩	⿰盍攴
𢾪	⿰桑攴
𢾫	⿰蚩攴
𢾬	⿰〾炭攴
𢾭	⿰尃攵
𢾮	⿰宮攴
𢾯	⿰辱攴
𢾰	〾徽
𢾱	⿰〾毗攴
𢾲	⿰弱攴
𢾳	⿰草攵
𢾴	⿰⿱大⿱卝⿻二丨攴
𢾵	⿰⿳〾五乂〾旨攴
𢾶	⿱⿻十⿱从从攵
𢾷	⿰⿳山一各攵
𢾸	⿰⿱耳⿸匚𡿨攴
𢾹	〾肇
𢾻	〾𢾺
𢾼	⿰弱攵
𢾽	⿰乘攴
𢾾	⿰⿱⿻一由方攵
𢾿	⿰鬲攴
𢿀	⿰⿱戈同攴
𢿁	⿰〾峪攴
𢿂	⿸⿱⿰未攵厂干
𢿃	⿰員攵
𢿄	〾整
𢿅	〾倏
𢿆	⿰祟攴
𢿇	⿰鹿攴
𢿈	⿰參攴
𢿉	⿰⿱〾泉彡攴
𢿊	⿰⿸虍田攴
𢿋	〾整
𢿌	⿱⿱𠂊⿱冖人⿱目攴
𢿍	⿸⿱⿰未攵厂攴
𢿎	⿰皐攴
𢿏	⿰票攴
𢿐	〾戾
𢿑	⿰禼攴
𢿒	⿰貫攴
𢿔	⿰⿳丿⿶凵⿻屮凵小攵
𢿕	⿰曼攴
𢿖	⿰票攵
𢿗	⿰崙攵
𢿘	⿰婁攴
𢿙	⿰⿱⿻中〾旨女攵
𢿚	⿰⿱⿰〾友斤山攴
𢿛	⿰區攵
𢿜	⿰曼攵
𢿞	⿰尞攴
𢿟	⿰⿹⿷⿴弓工工口攴
𢿠	⿰賁攴
𢿢	⿰⿳爫龴⿵冂⿱厶又攴
𢿣	⿰堯攴
𢿤	⿰登攴
𢿥	⿰番攴
𢿦	⿰⿱〾尚牙攴
𢿧	⿰棠攴
𢿨	〾散
𢿩	〾敬
𢿪	⿰啻攴
𢿫	〾整
𢿬	⿰⿱泉彡攵
𢿭	⿱⿰户攵卓
𢿮	⿰⿳爫龴⿵冂⿱厶十攴
𢿯	⿰⿱苗廾攵
𢿰	⿰⿱士⿻⿱冖平人攵
𢿱	〾散
𢿲	〾敲
𢿳	⿰⿳爫龴⿵冂⿱厶又攵
𢿴	⿰翕攵
𢿵	⿰棠攵
𢿶	⿰睿攵
𢿷	〾散
𢿸	⿰策攴
𢿹	⿲⿱丿忄⿱山未攴
𢿺	〾散
𢿻	⿰粦攵
𢿼	⿰尋攵
𢿽	⿰⿱〾尚牙攵
𢿾	〾操
𢿿	⿰嗇攴
𣀀	⿰雷攴
𣀁	⿰詹攴
𣀂	⿰豊攴
𣀃	⿰廉攴
𣀄	⿰⿱君⿱卝⿻二丨攴
𣀅	⿰黹攵
𣀆	⿰羣攵
𣀇	⿰睪攴
𣀈	⿰蜀攵
𣀉	〾操
𣀊	⿰廉攵
𣀋	⿲⿱丅耳⿱山儿攵
𣀌	⿰⿳吅一耳攵
𣀍	⿰⿳⿱十冖氺水攴
𣀎	⿰⿳爫出⿺𠃊小攴
𣀏	⿰甞攴
𣀐	⿰⿱自幸攵
𣀑	⿰爾攴
𣀒	⿰聚攴
𣀓	⿰壽攴
𣀔	⿰算攴
𣀕	⿰⿱貝貝攴
𣀖	〾敬
𣀗	⿸⿱⿰牙攵厂來
𣀘	⿰壽攵
𣀙	〾散
𣀚	〾夔
𣀛	⿰暴攴
𣀜	⿰⿱田⿰田田攴
𣀝	⿰樂攴
𣀞	⿰慮攴
𣀟	⿺巴數
𣀠	⿰暴攵
𣀡	⿰⿱田⿰田田攵
𣀢	〾燮
𣀣	⿰觱攴
𣀥	⿰歷攴
𣀦	〾敦
𣀧	⿹⿰⿰𣎳𣎳攴隹
𣀪	⿰⿱或⿰忄㠯攴
𣀫	⿰⿸麻甘攴
𣀬	⿰器攵
𣀭	⿰⿳〾申一⿱日女攵
𣀮	〾攘
𣀯	⿰⿸麻耳攴
𣀰	⿰⿳米⿻丄⿱龷艹八攴
𣀱	⿰⿻⿱米人⿱廿龷攵
𣀲	⿰糞攴
𣀳	⿰聶攵
𣀵	⿱⿰糸⿰訁糸攴
𣀶	⿰贊攴
𣀷	⿰麗攴
𣀸	⿰繭攵
𣀹	⿰贊攵
𣀺	⿰繭攴
𣀻	⿰屬攴
𣀼	⿰屬攵
𣀽	⿱敝⿺氣田
𣀾	⿰⿱或⿱或角攴
𣁀	⿰⿱咸觱攴
𣁁	⿱𠆢文
𣁂	⿱小文
𣁃	⿱文⿻了八
𣁄	⿱文牛
𣁅	⿱方文
𣁆	⿱文必
𣁇	⿱文正
𣁈	⿰文包
𣁉	⿰必文
𣁊	⿰并文
𣁋	〾微
𣁌	⿱文早
𣁍	⿳爫冖文
𣁎	⿱文言
𣁏	⿰余文
𣁐	⿰文見
𣁑	⿱文住
𣁒	〾施
𣁔	⿰吝巨
𣁕	⿱文⿰文文
𣁖	⿰〾卓文
𣁗	⿰炭文
𣁘	⿰文咼
𣁙	⿱茌文
𣁚	⿰文即
𣁛	⿸⿱⿰未攵厂攵
𣁜	⿰曼文
𣁝	〾彩
𣁞	〾爇
𣁟	⿸⿱⿰未攵厂文
𣁠	⿰文庸
𣁡	⿰文票
𣁢	⿱敝文
𣁣	⿰粦文
𣁤	〾蠢
𣁥	⿰文監
𣁦	⿱斌全
𣁧	〾燮
𣁨	⿳頁拍文
𣁩	⿳⿰⿰木文木冖⿰艮龴
𣁪	〾亹
𣁫	〾亹
𣁬	⿶十コ
𣁭	⿰⿰⿰𡿨丿乚斗
𣁮	⿰丰斗
𣁯	⿰斗元
𣁰	⿰斗斤
𣁱	〾斟
𣁲	⿰斗冬
𣁳	⿰舌斗
𣁴	⿰合斗
𣁵	⿰羊斗
𣁶	⿰斗兆
𣁷	⿰⿱爫寸斗
𣁸	⿰镸斗
𣁹	⿰斗酉
𣁺	⿲分弓斗
𣁻	⿰斗⿱爫寸
𣁼	⿰⿹方方斗
𣁽	〾魁
𣁾	⿱斗⿰斗斗
𣁿	⿰斗⿸厂兆
𣂀	⿰⿸厂兆斗
𣂁	⿰⿸广兆斗
𣂂	⿰〾蚊斗
𣂃	⿰者斗
𣂄	⿰咼斗
𣂅	⿰⿱立月斗
𣂆	⿰旁斗
𣂇	⿰斗⿸厂非
𣂈	⿱⿱〾炎冖斗
𣂉	⿰啇斗
𣂊	〾熨
𣂋	⿰⿸户斗告
𣂌	⿰斗蜀
𣂍	⿰⿳士冖⿱一角斗
𣂎	⿱滿斗
𣂏	⿰奭斗
𣂐	⿰〾奭斗
𣂒	⿰力斤
𣂓	⿱斤土
𣂔	〾析
𣂕	⿰〾其斤
𣂖	⿰开斤
𣂗	⿰井斤
𣂘	〾祈
𣂙	〾坼
𣂚	⿰⿻屮凵斤
𣂛	⿰朱斤
𣂜	⿰臣斤
𣂝	⿰斤向
𣂞	⿰良斤
𣂟	⿰⿳山一屮斤
𣂠	〾近
𣂡	〾斫
𣂣	⿰卓斤
𣂤	⿰朋斤
𣂥	⿰⿸厂兆斤
𣂦	〾剞
𣂧	⿰⿱戈戈斤
𣂨	〾鼎
𣂩	〾甀
𣂪	〾斫
𣂫	⿰⿱山示斤
𣂬	⿱⿰⿹勹丿斤〾王
𣂭	〾虢
𣂮	⿰俞斤
𣂯	〾誓
𣂰	〾鼎
𣂲	⿰⿳山土屮斤
𣂳	⿰亭斤
𣂴	⿰斤亭
𣂵	⿰彖斤
𣂶	〾誓
𣂷	⿰堇斤
𣂹	⿰⿳山〾别屮斤
𣂺	〾新
𣂻	⿰區斤
𣂼	〾芹
𣂽	⿰國斤
𣂾	⿰⿱⿰幺幺正斤
𣂿	⿰⿱罒伐斤
𣃀	〾斫
𣃁	⿰属斤
𣃂	〾斫
𣃃	〾斫
𣃄	〾薪
𣃅	⿳斤㓁兔
𣃆	〾斫
𣃇	⿰⿱〾竹貝斤
𣃈	⿰著斤
𣃉	⿰斤當
𣃊	〾鼎
𣃋	〾斫
𣃌	⿰⿱炎舛斤
𣃍	⿰算斤
𣃎	⿰⿱辛言斤
𣃏	〾斫
𣃐	⿲斤貢⿱厶力
𣃑	⿰箸斤
𣃒	〾鼎
𣃓	⿰⿱口單斤
𣃕	⿰蕈斤
𣃖	⿰瞿斤
𣃗	⿰方刀
𣃘	⿰方个
𣃙	⿳一八方
𣃚	〾航
𣃛	⿰方火
𣃜	⿱斗方
𣃝	⿰方央
𣃞	〾房
𣃟	⿳下冖方
𣃠	〾旌
𣃡	〾弦
𣃢	〾旌
𣃣	⿰方皮
𣃤	⿰皮方
𣃥	⿰方尓
𣃦	〾物
𣃧	⿸〾㫃日
𣃨	⿸〾㫃从
𣃩	〾旆
𣃪	⿵⿻王几方
𣃫	⿰方吊
𣃬	⿸〾㫃升
𣃭	⿸〾㫃介
𣃮	⿸〾㫃氏
𣃯	⿸〾㫃⿴⿻几一丶
𣃰	⿸〾㫃内
𣃱	⿰方匡
𣃳	⿸〾㫃⿴囗又
𣃴	⿸〾㫃囚
𣃵	⿸〾㫃申
𣃶	⿰於阝
𣃸	〾曼
𣃹	⿸〾㫃民
𣃺	⿰方谷
𣃻	⿸〾㫃甲
𣃼	⿸〾㫃舟
𣃽	⿸〾㫃多
𣃾	⿰方奄
𣃿	〾旐
𣄀	〾旌
𣄁	〾受
𣄂	⿰方疌
𣄃	〾旗
𣄄	⿰方芹
𣄅	⿱丅口
𣄆	⿸〾㫃衣
𣄇	⿰方侖
𣄈	⿰方軍
𣄉	⿸〾㫃酉
𣄋	⿱珀方
𣄌	⿰方⿱𠤎貝
𣄍	⿰方是
𣄎	⿰方尃
𣄏	⿰方畚
𣄐	〾幌
𣄑	⿸〾㫃奄
𣄒	⿱於在
𣄓	⿰方笔
𣄔	⿰方票
𣄕	⿸〾㫃音
𣄖	⿸〾㫃風
𣄗	⿰方異
𣄘	⿸〾㫃骨
𣄙	〾幌
𣄚	⿰方遂
𣄛	〾幢
𣄜	⿰方貴
𣄝	⿰方僉
𣄞	⿸〾㫃⿰音戈
𣄠	⿸〾㫃猋
𣄡	⿸〾㫃焱
𣄢	〾幢
𣄣	⿰方與
𣄤	⿰方魯
𣄥	⿰旁隻
𣄦	⿸〾㫃⿸鹿灬
𣄧	⿸〾㫃遺
𣄨	〾祈
𣄩	⿲方⿱正目頁
𣄪	⿸〾㫃〾熛
𣄫	⿲方⿱正貝頁
𣄬	⿰旁歷
𣄭	〾次
𣄮	⿱旡口
𣄯	⿵〾凡旡
𣄰	⿰旡可
𣄱	⿱旡圭
𣄲	⿰旡危
𣄳	〾舞
𣄴	⿰旡京
𣄵	⿰京旡
𣄶	⿰〾京旡
𣄷	⿰旡〾京
𣄸	⿰旡咼
𣄹	〾玩
𣄺	⿰旡爲
𣄻	〾涿
𣄼	⿱一日
𣄽	⿺乙日
𣄾	⿱日〾下
𣄿	⿱日丁
𣅀	〾旨
𣅁	⿰日人
𣅂	⿱日亠
𣅃	⿰日卜
𣅄	⿺廴日
𣅅	⿰日乃
𣅆	〾期
𣅇	⿰日亡
𣅈	〾冬
𣅉	⿰日刃
𣅊	⿱日口
𣅋	〾豆
𣅌	〾旨
𣅍	〾面
𣅎	⿱乂⿱一日
𣅏	⿱⿺𠃊日儿
𣅐	〾旻
𣅑	〾豆
𣅒	⿰日乇
𣅓	⿰日女
𣅔	〾昃
𣅕	⿱曰川
𣅖	〾皂
𣅗	⿰日己
𣅘	⿱日亏
𣅙	⿰日亏
𣅚	⿰日内
𣅛	〾昃
𣅜	〾皆
𣅝	⿳日八又
𣅟	⿰日冘
𣅠	⿰日气
𣅡	⿰日夬
𣅢	⿰日⿱九十
𣅣	〾豆
𣅤	〾旭
𣅥	⿰日互
𣅦	〾昃
𣅧	⿰日冄
𣅨	〾星
𣅩	〾眉
𣅪	⿰日比
𣅫	⿰日牛
𣅬	〾晁
𣅮	⿰日升
𣅯	⿴工旧
𣅰	⿹丐日
𣅱	⿱小⿱一日
𣅲	⿱丿⿹⿻亅匚日
𣅳	〾昃
𣅴	⿰日丑
𣅵	⿰日心
𣅶	⿰日六
𣅷	⿱日兄
𣅸	⿰日它
𣅹	⿱日〾弄
𣅺	⿰日幼
𣅻	⿱日冋
𣅼	〾早
𣅽	〾昢
𣅾	⿱冉日
𣅿	〾眙
𣆀	⿰日冉
𣆁	〾疍
𣆂	⿱日玄
𣆃	⿱旦⿹勹冫
𣆄	⿱⿺𠃊日勿
𣆅	⿰日乏
𣆆	⿰日白
𣆇	⿱示日
𣆈	⿰日戊
𣆉	〾厚
𣆊	〾春
𣆋	⿰日尓
𣆌	⿱夗日
𣆍	⿱日⿰方乚
𣆎	〾鼠
𣆏	〾胚
𣆑	⿱册日
𣆒	⿰日戍
𣆓	〾昵
𣆔	⿰日舟
𣆕	⿱劦日
𣆖	⿰日⿱亡〾川
𣆗	⿱日合
𣆘	⿰日吏
𣆙	⿰日汗
𣆚	⿱日多
𣆛	〾晚
𣆝	〾暖
𣆞	〾是
𣆟	⿱此旦
𣆠	〾鬼
𣆡	⿰日危
𣆢	⿱日自
𣆣	⿰日虫
𣆤	⿱光日
𣆥	⿺光日
𣆦	⿰日朱
𣆧	〾昊
𣆨	⿱旧⿵𠘨⿻二丨
𣆩	⿱〾册曰
𣆪	〾厚
𣆫	⿱臼日
𣆬	⿰日⿱亡川
𣆭	⿱日戍
𣆮	⿰日庄
𣆯	⿰日行
𣆰	⿰日夷
𣆱	⿰日存
𣆲	⿰日〾侵
𣆳	⿰日更
𣆴	⿰日延
𣆵	⿱日𦥑
𣆶	〾晚
𣆷	〾晁
𣆸	〾敢
𣆹	⿱日〾宜
𣆺	〾宵
𣆻	〾昴
𣆼	〾冬
𣆽	⿱旦⿰牜丁
𣆾	⿱⿰匚欠日
𣆿	〾皖
𣇀	⿱𦥑日
𣇁	⿰日巠
𣇂	⿰日岑
𣇃	〾舂
𣇄	〾鼎
𣇆	⿱日宋
𣇇	〾疍
𣇈	⿺晓丶
𣇉	⿰日君
𣇊	⿰日否
𣇋	〾晚
𣇌	⿰日志
𣇍	⿰日夾
𣇎	〾鼎
𣇏	⿰日杏
𣇐	⿰日赤
𣇑	⿱旧⿲丿丰丨
𣇒	⿰日呈
𣇔	⿰日夆
𣇕	⿰日我
𣇖	⿰⿰日工日
𣇗	〾申
𣇘	⿱利日
𣇙	⿺皃日
𣇚	〾晙
𣇛	⿱日辛
𣇜	⿰日貝
𣇝	⿰日冷
𣇞	⿰日余
𣇟	⿱日牢
𣇠	⿰日妓
𣇡	⿰日忌
𣇢	⿰日㡀
𣇣	〾置
𣇤	⿰日忽
𣇥	〾暄
𣇦	⿰日垂
𣇧	⿰日炙
𣇨	⿰日隶
𣇩	⿱亞日
𣇪	〾曜
𣇫	⿰日果
𣇬	⿰日穹
𣇭	⿰日⿰彳生
𣇮	〾晰
𣇯	〾昴
𣇰	⿱日林
𣇱	〾明
𣇲	⿰日昏
𣇳	⿱日其
𣇴	⿱明六
𣇵	〾晶
𣇶	⿱羽〾冥
𣇷	⿰日芳
𣇸	〾春
𣇹	⿱泯日
𣇺	〾腆
𣇻	⿱⿰民攵日
𣇼	⿰日宗
𣇽	⿰日叕
𣇾	⿰日夌
𣇿	⿰日杳
𣈀	⿰日昆
𣈁	〾皎
𣈂	⿱明壬
𣈃	⿰日乳
𣈄	⿰日采
𣈅	〾曹
𣈆	⿳一吅⿱一日
𣈇	〾暗
𣈈	〾鼎
𣈉	〾督
𣈊	⿱牧日
𣈋	⿰日夜
𣈌	〾督
𣈍	⿱日宜
𣈎	⿱日⿱罓木
𣈏	⿰日昔
𣈐	〾脆
𣈑	⿰日幸
𣈒	⿰日其
𣈓	⿱日披
𣈔	⿱日店
𣈕	⿱日枚
𣈖	⿰日奉
𣈗	⿰⿱旦寸日
𣈘	⿰日店
𣈙	⿱日例
𣈚	⿰日狀
𣈛	⿰日刮
𣈜	⿰日⿱旦寸
𣈝	⿰日⿱文丰
𣈞	⿰日空
𣈟	⿰昜卂
𣈠	⿳日厶⿱大廾
𣈡	⿺是丈
𣈢	⿰日卑
𣈣	⿰日黾
𣈤	〾春
𣈥	⿰日俞
𣈦	⿱日禺
𣈧	⿰日𢓸
𣈨	〾旰
𣈩	⿳日癶仌
𣈪	⿱帥日
𣈫	〾煜
𣈬	⿰日彖
𣈭	⿰日禹
𣈮	⿰日食
𣈯	⿱日俞
𣈰	⿰日芾
𣈱	⿰申易
𣈲	⿰日眉
𣈳	〾晚
𣈴	⿰日苗
𣈵	⿰日臾
𣈶	⿰日恆
𣈷	⿰日皇
𣈸	⿰日美
𣈹	⿰日⿱土⿰土土
𣈺	⿰日⿱覀⿵冂一
𣈻	⿰日哉
𣈼	⿰日風
𣈽	⿰日枼
𣈾	⿰日⿱田牛
𣈿	⿰日⿷匸⿱日女
𣉀	⿰日⿳山允又
𣉁	⿰日⿱爫冉
𣉂	⿰日弇
𣉃	⿰日⿱〾申丂
𣉄	⿰丰是
𣉅	⿰日奏
𣉆	⿰日是
𣉇	⿰日則
𣉈	⿰昏召
𣉉	⿱日癸
𣉊	⿰日⿱⿱土䒑兀
𣉋	⿰日要
𣉌	⿰日胃
𣉍	⿰日畏
𣉎	⿰日查
𣉏	⿰日苓
𣉐	⿰日述
𣉑	〾厩
𣉒	⿰日隺
𣉓	⿰日⿱⿱一⿰幺幺土
𣉔	⿰日蚤
